id,time,begin,spell_time,transition,s.1,s.2,s.3,s.4,s.5,s.6,s.7,s.8,s.9,s.10,s.11,s.12,s.13,s.14,s.15,s.16,s.17,s.18,s.19,s.20,s.21,s.22,s.23,s.24,s.25,s.26,s.27,s.28,s.29,s.30,s.31,s.32,s.33,s.34,s.35,s.36,s.37,s.38,s.39,s.40,s.41,s.42,s.43,s.44,s.45,s.46,s.47,s.48,s.49,s.50,s.51,s.52,s.53,s.54,s.55,s.56,s.57,s.58,s.59,s.60,SAMMtypology,lastobs,SAMMSingle Parenthood,SAMMTraditional Marriage and Parenthood,SAMMStable Cohabitation without Children,SAMMEarly Marriage without Children,SAMMDiverse Paths with Children,SAMMMarriage with Two Children,SAMMStable Cohabitation with Children
851474000.0,148,138,10,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
851649000.0,23,1,22,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
851649000.0,81,63,18,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
851663000.0,122,1,121,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)",Marriage with Two Children,True,0,0,0,0,0,1,0
852005000.0,82,1,81,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
853045000.0,28,1,27,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
855210000.0,30,1,29,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Single Parenthood,True,1,0,0,0,0,0,0
855210000.0,153,121,32,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
855248000.0,91,80,11,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
855640000.0,205,21,184,False,"Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",None,True,0,0,0,0,0,0,0
856181000.0,60,27,33,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
856181000.0,96,96,0,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
856208000.0,10,1,9,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
856219000.0,89,1,88,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)",Stable Cohabitation with Children,True,0,0,0,0,0,0,1
856628000.0,37,1,36,True,"Single, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child","Living apart together, no child",Diverse Paths with Children,True,0,0,0,0,1,0,0
857447000.0,39,1,38,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
857891000.0,38,1,37,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, no child","Single, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
857891000.0,78,77,1,True,"Single, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
857891000.0,99,99,0,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
858036000.0,4,1,3,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
858036000.0,47,40,7,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
